
Analzed_NeedHourMinute,소요시간: {0}시간 {1}분,
,,
DialogItem_Title_Label,{0}와의 대화,
DialogItem_Teacher_Title_Label,용의자 {0}의 학창 시절,
SearchItem_Suspect_Title_Label,용의자 {0} 집 탐색 결과,
,,
SystemMessage_GetItem,증거물 {0}을 발견했다.,
SystemMessage_NewCase,{0}에서 사건이 발생했습니다.,
,,
SystemText_PatrolReinforce,{0}의 순찰 강화를 시작할까요?,
,,
LoadingText_0,"나는 내가 한 짓 때문에 잠을 못 이루거나 악몽을 꾸진 않아.\n \n - 데니스 닐슨(1945~ ) / 15명 살해 추정",
LoadingText_1,"난 짐승이 아니야. 난 미치지 않았고, 다중인격도 아니지.\n우리들은 너희들의 아들이고, 남편이야. 우리는 어디에나 있어.\n내일은 더 많은 아이들이 죽어있을 거다.\n \n - 테드 번디(1946~1989) / 30~36명 이상 살해 추정",
LoadingText_2,"빨리 집행하라고.\n나라면 니가 그러는 동안 한 다스는 죽였겠다\n \n - 칼 팬즈람(1891~1930) / 6~22명 살해 추정",
LoadingText_3,"길을 걷고 있는 아름다운 여성을 보면 내 한 쪽은\n'그녀와 얘기하고 싶고 데이트하고 싶어'라고 하고\n또 한 쪽은 '그녀 머리에 꼬챙이를 꼽고 싶어'라고 해.\n \n - 에드먼드 캠퍼(1948~) / 10명 살해 추정",
LoadingText_4,"십계명 중 여섯 번째 계명인 '살인하지 말라'가 나를 매료시켰어.\n난 늘 내가 그 말을 어겨야 한다고 확신했지.\n \n - 존 크리스티(1899~1953) / 8명 살해 추정",
LoadingText_5,"날 경멸의 눈길로 보면 바보로 보일 거고\n경배의 눈길로 보면 신으로\n그리고 똑바로 쳐다보면 너 자신이 보일 거야.\n \n - 찰스 맨슨(1934~ ) / 살인 공모",
LoadingText_6,"난 그들을 다치게하고 싶지 않았어.\n그냥 죽이고 싶었을 뿐이지.\n \n -데이비드 버코위츠(1953~) / 6명 살해 추정",
LoadingText_7,"나는 20명을 죽였어.\n난 피를 사랑해.\n \n - 리처드 라미레스(1960~) / 14명 이상 살해 추정"
,,
,,
,,
,,
Warrent_NpcList_Title,용의자목록,
,,
,,
,,
,,
,,
Unknown,???,???
Police,경찰관 빅터,Victor
Richard,탐정 협회의 라차드,Richard
Person,주민,Person
,,
AlreadyPolicePatrol,이미 경찰이 순찰 중입니다.,
UnselectedSuspect,선택한 용의자가 없습니다.,
WarrantConfirm,용의자 {0} 을(를) 체포하시겠습니까?,
NotSelectEvidenceOrRecord,선택한 증거물 혹은 기록이 없습니다.,
LeftUICaseBtn,사건 수첩,
LeftUISuspectBtn,용의자 정보,  
LeftUIPoliceBtn,경찰서,
LeftUIAssoicationBtn,탐정 협회,
Close,닫기,Close
,,
NotHaveCaseItem,얻은 사건 정보가 없습니다,
NotHaveDialogItem,대화 기록이 없습니다.,
NotHaveEvidenceItem,가지고 있는 단서가 없습니다,
NotHaveNewsItem,확인한 뉴스가 없습니다,
,,
Criminal_S00_C0, 뫼비우스 사건,
Criminal_S00_C1, 각성,
Criminal_S00_C2, 제 1스테이지 3번 사건,
,,
Case_Stage0_Main_Main_0,아만다 살해 사건,
Case_Stage0_Main_Main_0_0,사망 시간: XX년 5월 29일 9시에서 10시 사이\n사체 발견 장소 : 피해자의 집 거실\n치명상: 피해자가 신고 있던 검은 색 망사 스타킹으로 목졸려 살해 당함.\n사체 상태: 피자끈으로 양손을 뒤로 묶인 채 하반신은 나체 상태로 방치.\n상해 흔적: 몸싸움으로 인한 타박상과 생체기가 있지만 출혈은 없음. 강간당한 흔적도 없음.,
Case_Stage0_Main_Main_1,고든 살해 사건,
Case_Stage0_Main_Main_2,피터 살인 사건,
Case_Stage0_Main_Main_3,도널드 살해 사건,
Case_Stage0_Main_Main_4,아만다 살해 사건,
Case_Stage0_Main_Main_0_4,사망 시간: XX년 5월 29일 9시에서 10시 사이\n사체 발견 장소 : 피해자의 집 거실\n치명상: 피해자가 신고 있던 검은 색 망사 스타킹으로 목졸려 살해 당함.\n사체 상태: 피자끈으로 양손을 뒤로 묶인 채 하반신은 나체 상태로 방치.\n상해 흔적: 몸싸움으로 인한 타박상과 생체기가 있지만 출혈은 없음. 강간당한 흔적도 없음.,
Case_Stage0_Main_Main_1_3,모델 에이전시 순수의 대표 도널드가 그의 집에서 살해당했다.\n수많은 자상과 타박상 그리고 혈흔이 발견되었지만 강제로 [FF1111]침입한 흔적[-]이나 [FF1111]범인의 흔적[-]은 없었다.,
,,
Case_Stage0_Main_0_0,도널드가 그의 집 근처에서 변사체로 발견 되었다. [FF1111]외상은 전혀 없었으며[-] 심장 마비로 사망한 것으로 보인다. 강제로 [FF1111]침입한 흔적[-]은 없다.,
Case_Stage0_Main_1_0,도널드가 그의 집 근처에서 변사체로 발견 되었다. 외적으로 보이는 사인은 교살로 저항한 흔적이 없는 것으로 보아 면식범의 소행으로 추정된다.,

Case_Stage0_Main_0_1,피해자는 고든으로 그의 소유로 되어있는 별장에서 변사체로 발견 되었다. 외상은 없어보이며 급성 심장 마비로 사망한 것으로 보인다.,
Case_Stage0_Main_1_1,피해자는 고든으로 그의 소유로 되어있는 별장에서 변사체로 발견 되었다. 외적으로 보이는 사인은 교살로 저항한 흔적이 없는 것으로 보아 면식범의 소행으로 추정된다.,

Case_Stage0_Main_0_2,피해자는 피터로 그의 집에서 변사체로 발견 되었다. 외상은 없어보이며 급성 심장 마비로 사망한 것으로 보인다.,
Case_Stage0_Main_1_2,피해자는 피터로 그의 집에서 변사체로 발견 되었다. 외적으로 보이는 사인은 교살로 저항한 흔적이 없는 것으로 보아 면식범의 소행으로 추정된다.,

Case_Stage0_Main_0_3,도널드 쥬금 꾀꼬닥,
Case_Stage0_Main_1_3,모델 에이전시 순수의 대표 도널드가 그의 집에서 살해당했다.\n수많은 자상과 타박상 그리고 혈흔이 발견되었지만 강제로 [FF1111]침입한 흔적[-]이나 [FF1111]범인의 흔적[-]은 없었다.,
,,
PoliceCaseInquiry,사건 조회,
PoliceSuspectInquiry,용의자 조회,
PolicePatrol,지역 순찰 강화,
PoliceWarrnt,범인 체포,
,,
HomeNamePlate,{0}의 집,
,,
Male,남성,
Female,여성,
,,
Race0,백인,
Race1,흑인,
Race2,황인,
Race3,아랍인,
Race4,라틴,
,,
Dialog_World_N0_00_0/0_10/※N0_0,안녕. 신입 내 이름은 리차드야.\n[FF1111]탐정 협회[-]의 최연소 탐정이 된 걸 축하해.,
Dialog_World_N0_00_1※N0_0, 난 네가 사건을 해결하는데 도움을 주기 위해 배정된 선배 탐정이야.,
Dialog_World_N0_00_2,반가워. 리차드. 난 유나야.,
Dialog_World_N0_00_3※N0,네 명성은 익히 들어서 알고 있지.\n연쇄 살인마 [FF1111]'저지'[-]를 잡는데 큰 공을 세웠다고?,
Dialog_World_N0_00_4,단지 운이 좋았을 뿐이야.,
Dialog_World_N0_00_5※N0,이제 막 탐정 협회에 왔는데 갑작스럽겠지만 네게 사건이 배정 됐어.,
Dialog_World_N0_00_6※N0,미국 동부 도시에서 [FF1111]살인 사건[-]이 발생했어.
Dialog_World_N0_00_7※N0,도시의 시장이 협회에 공식적으로 수사 협조를 요청했지.,
Dialog_World_N0_00_8,살인 사건을? [FF1111]시장이 직접[-] 탐정 협회에 사건을 의뢰한 거야?,
Dialog_World_N0_00_9※N0,그래 '탐정 협회'의 명성은 세계적으로 알아주니까.\n탐정 협회는 [FF1111]공공기관과 협력해[-] 강력범죄를 해결하고 있어.,
Dialog_World_N0_00_10※N0,그렇기 때문에 아무나 탐정협회에 들어올 수 없는 거지.\n 탐정 협회의 탐정이 되는 것은 탐정으로서는 최고의 명예야.,
Dialog_World_N0_00_11,왠지 어깨가 무겁네. 게다가 [FF1111]살인 사건[-]이라니.,
Dialog_World_N0_00_12※N0,걱정하지 마.\n네 곁에서 내가 도와줄테니까.,
Dialog_World_N0_00_13※N0,이동하는 동안 어떻게 저지를 잡았는지 이야기나 해줘,
,,
Dialog_World_N0_01_0/1_20/※N0,도시2.,
Dialog_World_N0_01_1※N0,에라베.,
Dialog_World_N0_01_2,탐정 왈왈.,
,,
Selection_World_00_00,과거는 과거일 뿐 거절한다,
Dialog_World_00_End_00_0/1_10/,별로 재미 없는 과거 이야기일 뿐이야.,
Dialog_World_00_End_00_1※N0,별로 이야기하고 싶지 않은가보군.,
Dialog_World_00_End_00_2※N0,그래. 누구나 비밀은 있는 법이니까.,
Dialog_World_00_End_00_3※N0,그럼 다른 질문.\n살인은 왜 일어난다고 생각해?,
Dialog_World_00_End_00_4,난 상황이 사건을 만든다고 생각해.,
Dialog_World_00_End_00_5※N0_4,상황이 살인 사건을 만든다고?,
Dialog_World_00_End_00_6,사람이 처음부터 선하거나 악하게 태어났다고 생각하지 않아.,
Dialog_World_00_End_00_7,다만 어떤 환경에서 어떻게 성장하는지\n혹은 어떤 상황에 처했는지가 중요하다고 봐.,
Dialog_World_00_End_00_8※N0,어떤 상황?,
Dialog_World_00_End_00_9,예를 들어서 멀리 떨어진 바다에서 배가 난파하기 직전에 전혀 모르는 사람과\n[FF1111]하나의 구명 조끼[-]가 있다고 가정해 봐.,
Dialog_World_00_End_00_10,구명 조끼는 한 명만 감당할 수 있고\n상대가 수영을 할 줄 모른다고 이게 없다면 자기는 죽을 거라고 이야기하고 있어.,
Dialog_World_00_End_00_11※N0,끔찍한 상황이야. 다행히 난 수영을 할 줄 아니 나라면 양보하겠어.,
Dialog_World_00_End_00_12,다행이네. 하지만 만약 수영을 할 줄 모른다면\n 그 사람에게 구명 조끼를 양보할 수 있을까?,
Dialog_World_00_End_00_13,아니면 어떻게 해서든 조끼를 손에 넣으려고 할까?,
Dialog_World_00_End_00_14※N0_3,양보할 거라고 선뜻 말하기는 힘드네.,
Dialog_World_00_End_00_15,솔직히 난 양보할 수는 없을 것 같아.\n설사 그 사람이 죽을 거라는 사실을 알아도.,
Dialog_World_00_End_00_16,그리고 많은 사람들이 같은 선택을 할거라고 생각해.,
Dialog_World_00_End_00_17※N0_3,그러니까 네 말은...\n평범한 사람이라도 특정 상황에서는 충분히 살인을 저지를 거라는 거군.,
Dialog_World_00_End_00_18,맞아.,
Dialog_World_00_End_00_19※N0_2,그럼 그런 극단적인 상황에서 벌어지는 일은\n심지어 살인이라도 괜찮은 일이라고 생각해?,
Dialog_World_00_End_00_20※4,그런 상황에서 벌어지는 일이 괜찮다고 말하는 게 아니야.,
Dialog_World_00_End_00_21,어떤 상황에서건 자신이 선택한 일이라면 자신이 책임을 져야지.\n다만 상황 때문에 사건이 일어난다고 생각하는 것 뿐이야.,
Dialog_World_00_End_00_22※N0,그렇군.,
Dialog_World_00_End_00_23※N0,그럼 출발하자고.,
,,
Selection_World_00_01,저지를 잡았던 일을 떠올린다,
Dialog_World_00_End_01_0/1_10/,경찰 대학를 졸업하고 수사과에 들어간지 1년 쯤 일이었을 거야.,
Dialog_World_00_End_01_1※N0_4,경찰이었다고? 정말이야?,
Dialog_World_00_End_01_2,정말이야.\n당시 수사과에서 1년 정도 화이트셀이라는 회사의 CEO를 수사 중이었어.,
Dialog_World_00_End_01_3※N0,화이트셀? 나도 알아.\n암을 완치할 수 있는 치료약을 발명했다고 떠들썩 했던 바이오기업이잖아?,
Dialog_World_00_End_01_4※N0,얼마 안있어서는 사기였다고 난리였고.,
Dialog_World_00_End_01_5,맞아. 투자 피해액만 1천만 달러가 넘고\n사기 당한 사람 중에 자살한 사람도 여럿 있었어.,
Dialog_World_00_End_01_6,근데 범인은 고작 자택연금 5년을 선고 받은 건 알아?,
Dialog_World_00_End_01_7※N0_4,고작 자택연금 5년?,
Dialog_World_00_End_01_8※N0_4,너무한거 아냐?,
Dialog_World_00_End_01_9,맞아.\n그리고 저지가 그런 화이트 컬러 범죄자만\n골라서 죽였다는 건 알고 있지?,
Dialog_World_00_End_01_10※N0,물론이지.\n그래서 별명이 판관인 '저지' 잖아.,
Dialog_World_00_End_01_11,그렇게 나와 저지의 인연이 시작 됐다고 볼 수 있지.,

,,

1Dialog_World_00_End_a101_0/1_20/,개인적인 생각이지만 그 사람의 본성이 사건을 만든다고 생각해.,
1Dialog_World_00_End_a101_1※N0_4,순자의 성악설 같은 건가?,
1Dialog_World_00_End_a101_2,그 정도까진 아니구.,
1Dialog_World_00_End_a101_3,같은 상황에 쳐했을 때에도 사람은 각자 선택을 하기 때문이야.,
1Dialog_World_00_End_a101_4,만약 모르는 사람이 건너편 유리방 안에 갇혀 있고\n이 방에는 어떤 스위치가 있다고 가정해 봐.,
1Dialog_World_00_End_a101_5※N0_4,모르모트가 생각나는군.,
1Dialog_World_00_End_a101_6,비슷해. 스위치를 누르면 \n강력한 전기 자극이 건너편에 있는 사람에게 가해져.,
1Dialog_World_00_End_a101_7,상대는 누가 그랬는지 전혀 알 수 없지만 전기 자극으로 인해 고통스러워하겠지.,
1Dialog_World_00_End_a101_8,그리고 그 스위치를 누르면 $1를 준다고 하면 과연 그 스위치를 누르겠어?,
1Dialog_World_00_End_a101_9※N0_4,도덕적 딜레마 실험 같은 건가?,
1Dialog_World_00_End_a101_10※N0,나라면 누르지 않겠어.\n만약 내가 아무런 이유도 모른 채 고통 받아야 한다면 끔찍할 테니까.,
1Dialog_World_00_End_a01_11,만약 $10라고 한다면?,
1Dialog_World_00_End_a01_12※N0_2,$10가 아니라 $100 혹은 $1000 라고 해도 싫어.,
1Dialog_World_00_End_a01_13,내가 말하고 싶은 게 이거야.,
1Dialog_World_00_End_a01_14,어떤 사람들은 $1만 준다고 해도 자신에게 아무런 피해가 없이 이득이 생긴다면 누르는 사람들이 있었을 거야.,
1Dialog_World_00_End_a01_15,몇몇은 자신에게 아무런 이득이 없다고 하더라도 스위치를 누르는 사람도 있겠지.,
1Dialog_World_00_End_a01_16,심지어 어떤 사람들은 돈을 내고서라도 그 스위치를 누를 걸?,
1Dialog_World_00_End_a01_17※N0_3,끔찍한 이야기군.\n왜 그런 행동을 할까?,
1Dialog_World_00_End_a01_18,다른 사람을 내 마음대로 할 수 있다는 극단적인 통제에서 오는 쾌감 아닐까?,
1Dialog_World_00_End_a01_19※N0_4,꽤 위험한 말이군.,
1Dialog_World_00_End_a01_20,사람의 욕망은 그냥 사라지지 않으니까.\n어떤 욕망을 가지고 있는지가 중요한 거지.,
1Dialog_World_00_End_a01_21※N0,마치 성악설을 듣는 것만 같군.,
1Dialog_World_00_End_a01_22,모두가 그런 욕망을 가지고 있다는 의미는 아니야.\n그리고 그 욕망을 다른 방식으로 충분히 풀어낼 수 있고.,
1Dialog_World_00_End_a01_23※N0,흥미로운 이야기였어.\n이제 사건 현장으로 가서 한번 어떤 사건인지 획인해보자.,
,,
Selection_World_00_02,02욕망,	
Dialog_World_00_End_02_0/1_20/※N0,00ㅇㅋ,
,,
Selection_World_01_00,10돈,
Dialog_World_01_End_00_0/1_20/※N0,00ㅇㅋ,
,,
Selection_World_01_01,11질투,
Dialog_World_01_End_01_0/1_20/※N0,00ㅇㅋ,
,,
Selection_World_01_02,12욕망,
Dialog_World_01_End_02_0/1_20/※N0,00ㅇㅋ,
,,
,,
Area_Stage0_Main_0,북부 주거 지역,
Area_Stage0_Main_1,중부 금융 지구,
Area_Stage0_Main_2,남부 주거 지역,
Area_Stage0_Main_3,남부 상업 지역,
,,
Name_Stage0_Main_Player,유나
Name_Stage0_Main_00,빅터,
Name_Stage0_Main_N0,탐정 리차드,
Job_Stage0_Main_00,경관,
Company_Stage0_Main_00,경찰서,
,,
Name_World_Player,유나,
Name_World_N0,탐정 리차드,
Job_World_N0,선임 탐정,
Company_World_N0,탐정협회,
Job_World_Player,신입 탐정,
Company_World_Player,탐정협회,
,,
Name_Stage0_Main_A0,세라,
Name_Stage0_Main_A1,폴,
Name_Stage0_Main_A2,한스,
,,
Job_Stage0_Main_A0,플로리스트,
Job_Stage0_Main_A1,요리사,
,,
,,
Company_Stage0_Main_A0,로즈 앤 릴리,
Company_Stage0_Main_A1,폴의 집,
,,
Name_Stage0_Main_S0,도널드,
Name_Stage0_Main_C0,셔먼,
Name_Stage0_Main_C1,마샬,
Name_Stage0_Main_C2,빈센트,
,,
Job_Stage0_Main_S0,모델 에이전시 순수 대표,
Job_Stage0_Main_C1,보고싶다 방송국 방송 PD,
Job_Stage0_Main_C2,알고싶다 신문사 기자,
,,
Company_Stage0_Main_S0,모델에이전시 순수,
Company_Stage0_Main_C1,보고싶다 방송국,
Company_Stage0_Main_C2,알고싶다 신문사,
,,
Name_Stage0_Main_D0,빌리,
Name_Stage0_Main_D0_Info,사회부 소속 신문기자.
Name_Stage0_Main_D1,안즈,
Name_Stage0_Main_D1_Info,에이전시 순수 소속의 신입 모델,
Name_Stage0_Main_D2,존,
Name_Stage0_Main_D3,앨런,
Name_Stage0_Main_D4,코비,
Name_Stage0_Main_D5,미아,
Name_Stage0_Main_D6,바네사,
Name_Stage0_Main_D7,엘리사,
Name_Stage0_Main_D8,슐츠,
Name_Stage0_Main_D9,경감 고든,
Name_Stage0_Main_D10,경관 모니카,
Name_Stage0_Main_D11,경관 맨슨,
Name_Stage0_Main_D12,경감 빅터,
Name_Stage0_Main_D13,검사 애쉬튼,
Name_Stage0_Main_D14,말콤,
Name_Stage0_Main_D15,탐정 리차드,
Name_Stage0_Main_D16,이단,
Name_Stage0_Main_D17,로잘린,
Name_Stage0_Main_D18,마이크 검사,
Name_Stage0_Main_D19,연방 검사국 경비원,
Name_Stage0_Main_D20,왓슨,
Name_Stage0_Main_D21,그레이엄,
Name_Stage0_Main_D22,마이크로필름 리더기,
Name_Stage0_Main_D23,수잔,
Name_Stage0_Main_D24,마이크로필름 리더기,
Name_Stage0_Main_D25,마이크로필름 리더기,
Name_Stage0_Main_D26,헨리,
Name_Stage0_Main_D27,에이미,
Name_Stage0_Main_D50,마이크로필름 리더기,
Name_Stage0_Main_D51,마이크로필름 리더기,
Name_Stage0_Main_D52,마이크로필름 리더기,
Name_Stage0_Main_D53,테스트,
Name_Stage0_Main_T1,탐정 리차드,
,,
Job_Stage0_Main_D0,보고싶다 방송국 방송 작가,
Job_Stage0_Main_D1,모델 에이전시 순수 모델,
Job_Stage0_Main_D2,보고싶다 방송국 카메라 감독,
Job_Stage0_Main_D3,보고싶다 방송국 방송 작가,
Job_Stage0_Main_D4,모델 에이전시 순수 모델,
Job_Stage0_Main_D5,모델 에이전시 순수 행정부 직원,
Job_Stage0_Main_D6,알고싶다 신문사 편집 국장,
Job_Stage0_Main_D7,알고싶다 신문사 기자,
,,
Company_Stage0_Main_D0,보고싶다 방송국,
Company_Stage0_Main_D1,모델 에이전시 순수,
Company_Stage0_Main_D2,보고싶다 방송국,
Company_Stage0_Main_D3,보고싶다 방송국,
Company_Stage0_Main_D4,모델 에이전시 순수,
Company_Stage0_Main_D5,모델 에이전시 순수,
Company_Stage0_Main_D6,알고싶다 신문사,
Company_Stage0_Main_D7,알고싶다 신문사,
,,
Place_Stage0_Main_Home_0,세라의 집,
Place_Stage0_Main_Home_0_Info,세라의 집.\n아만다의 집과는 30야드(27m) 떨어져있다.\n \n  - 주소: 150 웨스트85번가,
Place_Stage0_Main_Home_1,셔먼 주유소,
Place_Stage0_Main_Home_1_Info,영업시간: 9 - 24 H\n편의점과 공중전화가 있는 오래된 주유소.\n아만다의 집과는 80야드(72m) 떨어져있다.\n \n  - 주소: 214 웨스트85번가,
Place_Stage0_Main_Home_2,선샤인 호텔,
Place_Stage0_Main_Home_2_Info,주로 비지니스 업무차 머무르는 깔끔한 호텔.\n \n  - 주소: 742 에버그린 테라스,
Place_Stage0_Main_Home_3,수잔의 집,
Place_Stage0_Main_Home_3_Info,안즈의 쌍둥이 동생인 수잔의 집,
Place_Stage0_Main_Home_4,경찰서,
Place_Stage0_Main_Home_4_Info,서쪽 지구에 있는 경찰서.\n \n  - 주소: 221 베이커가,	
Place_Stage0_Main_Home_5,쓰레기통,
Place_Stage0_Main_Home_5_Info,쓰레기통,
Place_Stage0_Main_Home_6,FBI금융수사팀,
Place_Stage0_Main_Home_6_Info,FBI금융수사팀,
Place_Stage0_Main_Home_7,테스트,
Place_Stage0_Main_Home_7_Info,테스트,
,,
Place_Stage0_Main_Company_0,S마트,
Place_Stage0_Main_Company_0_Info,중형 로컬 마트.\n생활에 필요한 식료품과 생필품 등을 팔고 있다.\n \n  - 주소: 416 베이커가,
Place_Stage0_Main_Company_1,구치소,
Place_Stage0_Main_Company_1_Info,재판 전 영장이 발부된 용의자가 있는 곳.,
Place_Stage0_Main_Company_2,포커스 데일리,
Place_Stage0_Main_Company_2_Info,50년이 넘는 전통을 자랑하는 지역 신문사.\n \n  - 주소: 418 웨스트85번가,
Place_Stage0_Main_Company_3,폴의 집,
Place_Stage0_Main_Company_3_Info,폴이 아만다와 이혼 후 새로 구한 집\n그가 운영 중인 카센터와 가까운 거리에 있다.\n \n  - 주소: 812 엘름가,
Place_Stage0_Main_Company_4,럭키 세븐 바(Bar),
Place_Stage0_Main_Company_4_Info,서부지역에 위치한 심플하게 꾸며둔 술집.\n \n  - 주소: 1028 엘름가  /  영업시간: 14시 - 24시,
Place_Stage0_Main_Company_5,센트럴 호텔,
Place_Stage0_Main_Company_5_Info,세련된 인테리어가 눈에 띄는 호텔.\n최근에 지어진 듯 하다.,
Place_Stage0_Main_Company_6,검사 사무실,
Place_Stage0_Main_Company_6_Info,,
,,
Place_Stage0_Main_Case_0,아만다의 집,
Place_Stage0_Main_Case_0_Info,살인사건 피해자인 아만다의 집.\n평범한 중산층의 집이다.\n강제 침입한 흔적은 없다.\n \n  - 주소: 1428 엘름가,
Place_Stage0_Main_Case_1,두번째 사건 현장,
Place_Stage0_Main_Case_1_Info,두번째 사건 현장 입니다.,
Place_Stage0_Main_Case_2,세번째 사건 현장,
Place_Stage0_Main_Case_2_Info,세번째 사건 현장 입니다.,
Place_Stage0_Main_Case_3,아만다의 집,
Place_Stage0_Main_Case_3_Info,살인사건 피해자인 도널드의 저택.\n사방에 피가 널려있다.,
Place_Stage0_Main_Case_4,아만다 살해 사건,
Place_Stage0_Main_Case_4_Info,테스트의 자택이다
,,
Place_Stage0_Main_Extra_0,헨리 투자 사무소,
Place_Stage0_Main_Extra_0_Info,헨리가 대표로 있는 투자 사무소.\n부동산 주식 선물 등등을 가리지 않는 것 같다.\n \n  - 주소: 2003 메이플가,
Place_Stage0_Main_Extra_1,FBI금융수사팀,
Place_Stage0_Main_Extra_1_Info,화이트 칼라 범죄를 전담하고 있는\nFBI의 금융수사팀., 
Place_Stage0_Main_Extra_2,빈센트의 집,	
Place_Stage0_Main_Extra_2_Info,빈센트의 집.\n아만다의 집과는 60야드(54m) 떨어져있다.\n \n  - 주소: 1214 엘름가,
Place_Stage0_Main_Extra_3,바네사의 집,
Place_Stage0_Main_Extra_3_Info,바네사의 집.\n아만다의 집과는 20야드(18m) 떨어져있다.\n \n  - 주소: 1424 엘름가,
Place_Stage0_Main_Extra_4,왓슨의 창고,
Place_Stage0_Main_Extra_4_Info,왓슨의 명의로 대여 중인 개인 창고.,
Place_Stage0_Main_Extra_5,소니의 집,
Place_Stage0_Main_Extra_5_Info,소니의 집.\n아만다의 집과는 60야드(54m) 떨어져있다.,
Place_Stage0_Main_Extra_6,소니의 집,
Place_Stage0_Main_Extra_6_Info,소니의 집.\n아만다의 집과는 60야드(54m) 떨어져있다.,
,,
System_Message_Stage0_Main_001,좌측 하단의 [FF1111]탐정 수첩[-]을 통해 '사건' '단서' '대화' '뉴스' 를 확인할 수 있다.
System_Message_Stage0_Main_002,빌리의 말에서 무언가 위화감이 느껴진다.,
System_Message_Stage0_Main_003,빌리에게 [FF1111]제시하기[-]를 통해 빌리의 거짓말을 파헤치도록하자.,
